"id","sku_name","base_price","cogs","category"
"P333900","HP_i3-7100U",2784000,1698240,"Computing"
"P611114","Samsung_Samsung 40 Inch J5000 Full HD LED TV",2783942,2338502,"Entertainment"
"P166816","FHM_Mellow-SOFA SET",2781100,1974552,"Home & Living"
"P805257","tisot_wtch_13",2778200,1694702,"Men Fashion"
"P334065","Samsung_A7-2017-Blue",2778142,1833554,"Mobiles & Tablets"
"P571622","Dawlance_Inspire-Plus-Inverter-15-Champagne",2774836,2414076,"Appliances"
"P637537","Dawlance_H-Zone30Champagne",2773096,2468016,"Appliances"
"P130152","dawlance_ES45 2.0 Ton AC",2767760,2214208,"Appliances"
"P606205","huawei_Honor 8-gold ",2755000,1983600,"Mobiles & Tablets"
"P365800","huawei_Honor 8-blue",2755000,1790750,"Mobiles & Tablets"
"P630396","samsung_A520-Gold",2726000,1690120,"Mobiles & Tablets"
"P636738","Samsung_WA90F5S2UWW",2725942,2208002,"Appliances"
"P249045","Samsung Galaxy S5 16GBPacking Damages42386",2725942,2180742,"Mobiles & Tablets"
"P992760","R&I_Split AC - Crystal Series 18000BTU",2720200,2284968,"Appliances"
"P502182","Haier_HSU-18LK-E10BL-White",2714400,2035800,"Appliances"
"P545027","RUBD_HSU-18 LTE 1.5 Ton AC",2710050,1761518,"Appliances"
"P577408","CL169_R&I_Generator 6KVG",2702568,1702590,"Appliances"
"P934032","Haier_HSU-18LKE",2700248,2025186,"Appliances"
"P849301","mitsubhisi_1.0 Ton - SRK-13CMK-CS",2697000,2373360,"Appliances"
"P458977","RM_Sony-DSC-HX90",2691200,1614720,"Entertainment"
"P482857","CL99_gree_18LM4",2690214,2286650,"Appliances"
"P491862","SharpLC40LE185M",2669740,2109054,"Entertainment"
"P803262","EP_3000 3 KVA",2668000,1920960,"Appliances"
"P809020","AYS_Split-Haier-18LNF",2668000,2267800,"Appliances"
"P291789","Samsung_40inchK5000",2660750,2075356,"Entertainment"
"P191421","dwm_Masculine K2H27126 ",2650600,1775902,"Men Fashion"
"P379756","huawei_Honor 8-BLACK",2644800,1957152,"Mobiles & Tablets"
"P473371","RM_Sony-DSC-HX400",2633200,1711580,"Entertainment"
"P787423","Lenovo_v310-310-ci5",2627980,1708158,"Computing"
"P288865","Orient_OR-6057 GX LGFD LV",2624500,2257070,"Appliances"
"P987392","mitsubhisi_1.0 Ton - SRK-13CMK",2622470,2229056,"Appliances"
"P189772","UNEL_Kenwood ELVS 1.5 Ton",2618700,1728342,"Appliances"
"P173908","UNEL_Kenwood eInspire  1.5Ton",2618700,1597378,"Appliances"
"P549363","Kenwood_KLV-1815",2610000,2218500,"Appliances"
"P713012","sony_SLT-A58K",2610000,2140200,"Entertainment"
"P399251","Naushemian_#0027-Blue-L",2610000,2088000,"Women Fashion"
"P757553","MT_EWT124S",2610000,1879200,"Appliances"
"P905672","Naushemian_#0027-Blue-M",2610000,2296800,"Women Fashion"
"P343951","palwasha_SKU027",2610000,1722600,"Women Fashion"
"P205822","HP_ 15-AC107TU _clear",2609362,2139620,"Computing"
"P177109","Changhong Ruba 40 Inches D4000i Smart LED",2604200,1562520,"Entertainment"
"P160078","bos_av_19",2604200,1588562,"Computing"
"P614218","AZD_HSU-12-HNB-DC-INVERTER-1-TON",2594630,1971884,"Appliances"
"P131987","haier_HSU-18LK-E8",2591440,1580732,"Appliances"
"P316948","Haier_HSU-18LK-E10BL",2591440,2176798,"Appliances"
"P491161","Haier_HSU-12-HNF",2588250,1734084,"Appliances"
"P485761","Samsung_A5-2017-Black",2586742,2017646,"Mobiles & Tablets"
"P553869","Samsung_A5-2017-Gold",2586742,1810702,"Mobiles & Tablets"
"P305104","AYS_PRA160-420-Ltrs",2583262,1627422,"Appliances"
"P216612","CL267_samsungGALAXY S-6 32GB EDGE SS-fresh",2566500,2284156,"Mobiles & Tablets"
"P901781","FHM_FLORAL",2557800,1585836,"Home & Living"
"P423681","hop_ANKM030",2552000,1582240,"Beauty & Grooming"
"P160695","Surmawala_Haier-HSU-12HN-Air-Conditioner-White",2551942,1888422,"Appliances"
"P597073","MOTO-Z-Play-Black-with-free-A2016",2546200,1756878,"Mobiles & Tablets"
"P589920","MOTO-Z-Play-White-with-free-A2016",2546200,1604106,"Mobiles & Tablets"
"P387024","gree_12LM4",2544982,1628756,"Appliances"
"P663397","kenwood_KEA1801",2534600,1774220,"Appliances"
"P747667","R&I_Generator 3.0KVA",2529960,2074544,"Appliances"
"P350026","gree_12CZ8",2529960,2049256,"Appliances"
"P715572","plk_PD/ 991 471_65",2518360,1561360,"Men Fashion"
"P826513","Huawei_Mate 7 Gold",2515170,1559388,"Mobiles & Tablets"
"P499864","Surmawala_PEL-PRA-160-Refrigerator-Silver",2509080,1906866,"Appliances"
"P983762","Surmawala_PEL-PRDI-160-Refrigerator-Light-Brown",2509080,2157774,"Appliances"
"P725301","FHM_LUCID COMFORT1",2505600,1578528,"Home & Living"
"P173766","s_tv_KLV-32R412C",2503280,2102732,"Entertainment"
"P858730","Lenovo_80UD00DLAK",2496900,2122336,"Computing"
"P635408","Xpert_XGEO.70.1SS",2494000,1795680,"Appliances"
"P213157","Xpert_XGEO.70.1B",2494000,2045080,"Appliances"
"P925502","hyundai_HGS2500 ",2493942,2194662,"Appliances"
"P738893","interwood_HF-01CR1-HW-12021",2490984,1494544,"Home & Living"
"P402464","AYS_Split-GREE-12LM5",2488200,1567566,"Appliances"
"P505335","Ricoh_Black Laser SP-4510DN",2485358,2236770,"Computing"
"P240605","lenovo_80J2021CUE",2479790,2083012,"Computing"
"P429246","cc-htc-desire-10-pro-black",2477760,1883086,"Mobiles & Tablets"
"P861342","Haier_1.5 Ton Split Air Conditioner - HSU-18LKE",2465000,2193850,"Appliances"
"P918122","lenovo_80HR00AKUE",2456010,2063002,"Computing"
"P486103","dawlance_VF-1035WB",2455720,1915450,"Appliances"
"P650159","AYS_Haier-12HNS",2442090,1562926,"Appliances"
"P228611","GMZV_Black-4-1TB-Horizon-Zero-Dawn-Bundle",2441800,1684842,"Entertainment"
"P137838","Naushemian_#0031-Orange -L",2436000,1948800,"Women Fashion"
"P442844","Naushemian_#0031-Orange -M",2436000,2168040,"Women Fashion"
"P693509","dawlance_VF-1035WB Silver",2412800,2123264,"Appliances"
"P505194","HP_Printer-MFP-M177fw",2411060,1663614,"Computing"
"P168663","interwood_HA-R-REO-39997",2403520,1490136,"Home & Living"
"P301216","interwood_HA-R-AGRA-39999",2403520,1922816,"Home & Living"
"P236487","Samsung_Samsung NX300 Mirrorless - Brown",2401200,2041020,"Entertainment"
"P169281","Huawei Mate S_gosf_hazir-Karachi",2391630,1961096,"Mobiles & Tablets"
"P476121","Huawei Mate S_gosf_hazir-Lahore",2391630,1817604,"Mobiles & Tablets"
"P744715","Huawei Mate S_gosf_hazir-Islamabad",2391630,1482770,"Mobiles & Tablets"
"P451592","Sony_PlayStation 4 1TB - Call of Duty Black Ops 3 Version Limite",2380900,1547556,"Entertainment"
"P719470","airlink_Nova-Plus-Gold",2378000,1807280,"Mobiles & Tablets"
"P459026","airlink_Nova-Plus-Silver",2378000,1688380,"Mobiles & Tablets"
"P123245","huawei_Nova Plus-SILVER",2377942,1450522,"Mobiles & Tablets"
"P860767","huawei_Nova Plus-GOLD",2377942,1783442,"Mobiles & Tablets"
"P504969","Ricoh_Black Laser SP-3600SF (4 in 1)",2366980,2106560,"Computing"
"P955411","dawlance_9188 Graphite Grey",2349000,1902690,"Appliances"
"P405060","Kenwood_1.5 Ton White ESense Split Air Conditioner - HSU-18LKE",2349000,1738260,"Appliances"
"P841873","Enviro_EAC-12LD",2344650,1570872,"Appliances"
"P645424","cc_Huawei-Honor 8-Gold",2343142,1687046,"Mobiles & Tablets"
"P137983","HP_Laser Color 277n (4-in-1)",2323944,1440836,"Computing"
"P899584","Enviro_EAC-18",2322146,1996998,"Appliances"
"P271695","Zuk Z1 With Free Flip Cover-Black-Islamabad",2320000,1484800,"Mobiles & Tablets"
"P932165","Zuk Z1 With Free Flip Cover-White-Islamabad",2320000,1554400,"Mobiles & Tablets"
"P666257","Zuk Z1 With Free Flip Cover-Black-Karachi",2320000,1531200,"Mobiles & Tablets"
"P368529","Zuk Z1 With Free Flip Cover-White-Lahore",2320000,1577600,"Mobiles & Tablets"
"P210465","Zuk Z1 With Free Flip Cover-White-Rawalpindi",2320000,1415200,"Mobiles & Tablets"
"P145956","Zuk Z1 With Free Flip Cover-Black-Nationwide Delivery",2320000,2041600,"Mobiles & Tablets"
"P193168","Zuk Z1 With Free Flip Cover-White-Karachi",2320000,1879200,"Mobiles & Tablets"
"P619232","samsung_A520-Pink",2320000,2041600,"Mobiles & Tablets"
"P553762","Zuk Z1 With Free Flip Cover-Black-Lahore",2320000,1995200,"Mobiles & Tablets"
"P259451","Zuk Z1 With Free Flip Cover-Black-Rawalpindi",2320000,1740000,"Mobiles & Tablets"
"P809853","Zuk Z1 With Free Flip Cover-White-Nationwide Delivery",2320000,1786400,"Mobiles & Tablets"
"P616121","HUAWEI Honor-7-Silver",2320000,1577600,"Mobiles & Tablets"
"P512628","iPhone 5s 16gb+Getiit Joy Band_bundle-Silver",2320000,1600800,"Mobiles & Tablets"
"P193570","HUAWEI Honor-7-Grey",2320000,2088000,"Mobiles & Tablets"
"P192195","airlink_HUAWEI-Honor-7-Grey ",2320000,1879200,"Mobiles & Tablets"
"P959726","airlink_HUAWEI-Honor-7-Silver",2320000,1763200,"Mobiles & Tablets"
"P757380","HUAWEI Honor-7",2319942,1809542,"Mobiles & Tablets"
"P271245","Samsung Galaxy A5-Fresh",2319942,1948742,"Mobiles & Tablets"
"P697298","Samsung Galaxy A5 A510F (2016)",2319942,1391942,"Mobiles & Tablets"
"P624168","ahp_EOS-1300D-DSLR-Black",2319942,1879142,"Entertainment"
"P112168","Samsung Galaxy A7",2319942,1716742,"Mobiles & Tablets"
"P687515","HUAWEI Honor-7-Black",2319942,1832742,"Mobiles & Tablets"
"P568878","oppo_OPPO-F1-Plus-Gold",2314200,1781934,"Mobiles & Tablets"
"P219393","cc_Huawei-Honor 8-Blue",2310430,2010048,"Mobiles & Tablets"
"P280917","AYS_PEL-PRGD-130-Glass-Door-250",2300860,1679622,"Appliances"
"P420995","Haier_HWM 55-1010",2297380,1401396,"Appliances"
"P143407","cc-hTC-One-X9-black",2296046,2043456,"Mobiles & Tablets"
"P622721","Dell_Inspiron-15-3567--ci3",2295640,1652826,"Computing"
"P978512","AmanJee_PB003",2291000,1855710,"Women Fashion"
"P303096","Samsung_Samsung NX30ZZ Smart Camera (Black)",2281140,2053026,"Entertainment"
"P309828","Haier_HRF-340",2277254,2049488,"Appliances"
"P863752","Haier_HRF-380",2269424,1497792,"Appliances"
"P855286","EP_2200 2 KVA",2262000,1402440,"Appliances"
"P246268","iPhone 5s 16gb+Getiit Joy Band_bundle",2261942,1877402,"Computing"
"P939904","Kenwood_KENWOOD E-SENSE 1.5 Ton",2261420,1605556,"Appliances"
"P837665","dawlance_9188 Mono",2256200,1872646,"Appliances"
"P283167","HP_Scanner-M225dw",2233000,1496110,"Computing"
"P608043","Sony_DZ 950",2232942,1942652,"Entertainment"
"P452163","IKEA_315284",2227200,1692672,"Home & Living"
"P803420","AYS_PEL-Aspire-PRAS-6400-EW-330",2227200,1781760,"Appliances"
"P922588","Dawlance_9188WB-MONO",2226504,1914754,"Appliances"
"P627669","CL268_samsungGALAXY S-6 32GB EDGE SS-fresh",2224300,1668196,"Mobiles & Tablets"
"P407583","Alcatel_6070K-Dark Grey",2222850,1844922,"Mobiles & Tablets"
"P924655","Surmawala_Haier-HDF-385H",2215542,1351458,"Appliances"
"P600703","Haier_HDF-385H",2213744,1837382,"Appliances"
"P672833","Panasonic_40D310",2212410,1880534,"Entertainment"
"P486251","Samsung_A5-2017-Blue",2211250,1437298,"Mobiles & Tablets"
"P549605","dawlance_Refrigerator 9170WB Energy Saver",2204000,1498720,"Appliances"
"P854438","Mono Cruiser _Jazzy Two Premium",2204000,1917480,"Kids & Baby"
"P789322","Dawlance Split A/C LVS 30 Red 18000BTU LW",2203710,1652768,"Others"
"P883446","Surmawala_Orient-OR-6057-GD-Refrigerato-Red",2198490,1890684,"Appliances"
"P926324","Surmawala_PEL-PRDI-150-Refrigerator-Light-Brown",2186310,1923918,"Appliances"
"P547023","AYS_Panasonic-40D310M",2175870,1392522,"Entertainment"
"P910891","Epson_M200",2172100,1324952,"Computing"
"P900572","cc_samsung_A520-LIGHT BLUE",2170534,1345716,"Mobiles & Tablets"
"P591007","cc_samsung_A520-Gold",2170534,1801538,"Mobiles & Tablets"
"P827627","cc_samsung_A520-BLACK",2170534,1367408,"Mobiles & Tablets"
"P392985","RUBD_HSU-12 LTE 1 Ton AC",2161950,1362014,"Appliances"
"P263640","R&I_Split AC - Crystal Series 12000BTU",2159630,1338930,"Appliances"
"P245350","Dawlance 9144 WB GD HZONE PLUS ",2157600,1553472,"Appliances"
"P850036","AYS_PEL-Aspire-PRAS-6300-EW-290",2147450,1438748,"Appliances"
"P294635","Haier_HWM 80-118",2146000,1695340,"Appliances"
"P991559","Lenovo_v310-310-ci3",2144840,1351226,"Computing"
"P779742","Haier_HDF-385",2142810,1414214,"Appliances"
"P432163","dawlance_9170WB Graphite Grey",2140200,1583748,"Appliances"
"P983498","dwm_City K2G271C3 Watch",2140200,1455336,"Men Fashion"
"P504960","Surmawala_Orient-68635-IP-Refrigerator-Silver-Grey",2131500,1364160,"Appliances"
"P263108","dawlance_LVS 30 18000BTU",2118160,1630960,"Appliances"
"P607083","R&I_HGR 2.8 KVA D",2117000,1397220,"Appliances"
"P810061","LenovoS1-White",2117000,1799450,"Mobiles & Tablets"
"P579895","Huawei_Honor_6_White",2117000,1503070,"Mobiles & Tablets"
"P156240","Huawei_white_P6 ",2117000,1884130,"Mobiles & Tablets"
"P458068","Lenovo S1-Dark Blue",2117000,1693600,"Mobiles & Tablets"
"P831492","Lenovo S1-Gold",2117000,1481900,"Mobiles & Tablets"
"P902159","Lenovo_Ideapad-110-ci3",2114680,1712856,"Computing"
"P512187","CL55_Dawlance 91996 HZ H-Zone Plus 18 cu ft Refrigerator",2114100,1818126,"Appliances"
"P922757","R&I_KDF 222 Gray 8 cuft",2111200,1688960,"Appliances"
"P425584","SUPER ASIA_SA WC 60-ELECTRIC WATER COOLER PLASTIC BODY (60 GALLO",2094438,1864004,"Appliances"
"P279731","AYS_Split-Haier-12LNA",2088000,1816560,"Appliances"
"P321299","AYS_Split-Haier-12LNF",2088000,1733040,"Appliances"
"P852469","AYS_40U558",2086840,1565130,"Entertainment"
"P594560","dawlance_70A",2076400,1245840,"Appliances"
"P357859","rhythmf_I1203S-02",2076342,1245782,"Men Fashion"
"P459124","Haier_HRF-300",2075182,1348848,"Appliances"
"P697140","plk_FWI/ 925 651_41",2072340,1512756,"School & Education"
"P401256","plk_FWI/ 987 990_38",2072340,1637108,"Men Fashion"
"P647935","R&I_eIcon Series 12000BTU",2067120,1240272,"Appliances"
"P912408","lenovo_59388453",2064800,1383416,"Mobiles & Tablets"
"P176613","Apple iPhone 5S (16 GB) Space GrayOpen Box",2062190,1361028,"Mobiles & Tablets"
"P437297","Haier_HDF-325H",2061494,1463630,"Appliances"
"P923421","Haier_HDF-345SD",2061494,1401802,"Appliances"
"P607593","Haier_HSU-12LKE",2060450,1256860,"Appliances"
"P488523","R&I_HGR 2.53 KVA D",2059000,1482480,"Appliances"
"P863167","Kenwood_KLV-1215",2059000,1832510,"Appliances"
"P146614","AYS_PEL-Aspire-PRAS-2500-EW-250",2059000,1338350,"Appliances"
"P160110","Apex_White 1.5 Ton AC",2057550,1296242,"Appliances"
"P210375","RM_Panasonic-TH-40D310M",2051344,1764128,"Entertainment"
"P564448","dawlance_DWF-1600A White",2047400,1351284,"Appliances"
"P112319","R&I_Generator 2.5KVG",2047400,1842660,"Appliances"
"P816975","Dawlance_9188 MDS",2042760,1491180,"Appliances"
"P833174","Dawlance_H-Zone15Champagne",2041658,1286208,"Appliances"
"P411576","Orient_43G6533",2041600,1776192,"Entertainment"
"P956967","RUBD_LE-40 inches - LED - HD Ready",2040150,1428076,"Entertainment"
"P390965","Samsung_WA70H4000SW",2038642,1345484,"Home & Living"
"P245834","dawlance_Health Zone Plus 30 - 1.5 Ton Air Conditioner",2032900,1423030,"Appliances"
"P538125","Careem_50000 Credits",2030000,1502200,"Others"
"P658677","Ifitness_GF-E3",2030000,1583400,"Health & Sports"
"P637069","AZD_Haier-LE-42B8500",2024142,1356156,"Entertainment"
"P291007","PEL_BF-PRGD 120 M 230 L",2020140,1575686,"Appliances"
"P915495","dawlance_ES30 1.5 Ton AC",2016660,1714132,"Appliances"
"P965132","Samsung_Samsung NX2000 20.3MP Smart WiFi Digital Camera",2009700,1205820,"Entertainment"
"P519414","UNEL_Kenwood E AMORE 1 Ton",2009700,1688148,"Appliances"
"P876492","UNEL_Kenwood eInspire  1 Ton ",2009700,1587634,"Appliances"
"P221785","UNEL_Kenwood eLVS 1 Ton",2009700,1446984,"Appliances"
"P744702","Ricoh_Projector PJ S2240",2006162,1263878,"Entertainment"
"P504630","Kenwood_KEA1201",2005350,1483930,"Appliances"
"P505040","HP_MFP-M227fdw",2005350,1624290,"Computing"
"P443022","plk_PD/ 988 790 _61",2003900,1202340,"School & Education"
"P515172","Dawlance_9166WB - MDS",2001000,1240620,"Appliances"
"P450592","Haier_LE 42B8000",1989400,1412474,"Entertainment"
"P892426","Haier_HSU-12LK-E10BL",1974610,1184766,"Appliances"
"P531970","haier_HSU-12LK-E8BL",1974610,1638906,"Appliances"
"P323454","Eco Star_43U558",1973160,1736346,"Entertainment"
"P728976","MT_SOL 40D33",1972000,1695920,"Entertainment"
"P974370","samsung_Samsung Galaxy J7 PRIME 2016-Black",1972000,1360680,"Mobiles & Tablets"
"P194146","Xpert_XUG 17 (B)",1972000,1281800,"Appliances"
"P671331","MORG_GCS 43",1972000,1695920,"Health & Sports"
"P920226","Dawlance_LVS-15 1ton",1972000,1242360,"Appliances"
"P901103","MNP_samsung_J7 Prime-Gold",1972000,1518440,"Mobiles & Tablets"
"P886455","PS4_Slim-500GB",1971942,1321182,"Entertainment"
"P984161","Lenovo Zuk",1971942,1281742,"Mobiles & Tablets"
"P289415","Tmall_ASA327",1971942,1498662,"Health & Sports"
"P524874","Haier_HRF-355",1971768,1360506,"Appliances"
"P755966","CL69_dawlance_Health Zone 15 - 1 Ton Air Conditioner",1970550,1576440,"Appliances"
"P244486","interwood_HF-01CADB-MW-15780",1969274,1634440,"Home & Living"
"P153922","plk_FWI/ 928 911_30",1967360,1770624,"School & Education"
"P388033","Changhong Ruba 32 Inches D4000i Smart LED",1966200,1730256,"Entertainment"
"P597698","Kenwood_KET-1207",1960400,1195844,"Appliances"
"P446842","Apple iPhone 5S (16 GB) Space Gray",1953150,1660134,"Mobiles & Tablets"
"P888661","Surmawala_Haier-12ECO-Air-Conditioner-White",1950540,1579920,"Appliances"
"P574659","CL98_gree_12CZ8",1943580,1438226,"Appliances"
"P620701","samsung_51 H4500_clear",1943000,1729270,"Entertainment"
"P591474","samsung_Samsung Galaxy J7 PRIME 2016-Gold",1943000,1515540,"Mobiles & Tablets"
"P691136","RMSON_TM0361 MC WH",1937142,1239750,"Men Fashion"
"P362722","dawlance_9170WB MDS",1929080,1176704,"Appliances"
"P920290","AmanJee_PB001",1925600,1540480,"Women Fashion"
"P514099","GMZV_PS4-1TB-Slim-Region-2",1923222,1711638,"Entertainment"
"P913823","dawlance_Series 9144 Beige",1919800,1478246,"Appliances"
"P164833","Fitbit_Surge",1914000,1320660,"Mobiles & Tablets"
"P891320","samsung_A320-Black",1914000,1646040,"Mobiles & Tablets"
"P945481","samsung_a320-Gold",1914000,1186680,"Mobiles & Tablets"
"P309933","MT_EWT704S",1914000,1665180,"Appliances"
"P227997","samsung_A320-Blue",1914000,1646040,"Mobiles & Tablets"
"P406949","Haier_LE 42B9000",1913942,1607702,"Entertainment"
"P140292","s_tv_KLV-32R302C",1913942,1339742,"Entertainment"
"P899148","samsungGALAXY J710F-2016 DS LTE",1913942,1512002,"Mobiles & Tablets"
"P500795","cc_samsung_a320-black",1913942,1512002,"Mobiles & Tablets"
"P395572","HUAWEI Honor-7_gosf_hazir-Silver-Islamabad",1913362,1626320,"Mobiles & Tablets"
"P894459","UNEL_Haier 42 Inch B9000",1911680,1624928,"Entertainment"
"P496876","Sencor_STM-45VT",1908200,1583806,"Appliances"
"P504782","Surmawala_Orient-OR-6057IP-Refrigerator-Silver-Black",1899500,1595580,"Appliances"
"P456957","GMZV_500GB-White-4-Slim-New-Terra",1895730,1364914,"Entertainment"
"P996134","CL153_Orient_OR-6047 IN GT LV",1894802,1686350,"Appliances"
"P279742","SUPER ASIA_SA WCS 65-ELECTRIC WATER COOLER STEEL BODY (65 GALLON",1894686,1269388,"Appliances"
"P842330","SUPER ASIA_SA WCS 65-ELECTRIC WATER COOLER STEEL BODY (65 GALL",1894686,1458874,"Appliances"
"P626353","Dawlance_9144WB-LVS",1894222,1553240,"Appliances"
"P847756","GMZV_PlayStation 4 - 500GB - Region 2 - UK PAL - Black",1890800,1304652,"Entertainment"
"P921460","Adata_Adata SSD-960GB",1886450,1622318,"Computing"
"P888494","Turk & Fillmore_Super Natural II-42",1885000,1508000,"Men Fashion"
"P397709","Turk & Fillmore_Super Natural I-brown-40",1885000,1639950,"Men Fashion"
"P185390","Turk & Fillmore_Super Natural II-40",1885000,1583400,"Men Fashion"
"P755841","Turk & Fillmore_Super Natural II-41",1885000,1658800,"Men Fashion"
"P931387","Turk & Fillmore_Super Natural II-45",1885000,1376050,"Men Fashion"
"P614593","Turk & Fillmore_Super Natural I-brown-45",1885000,1319500,"Men Fashion"
"P674457","Turk & Fillmore_Super Natural I-brown-41",1885000,1281800,"Men Fashion"
"P416097","Turk & Fillmore_Super Natural I-brown-44",1885000,1262950,"Men Fashion"
"P782524","Turk & Fillmore_Super Natural II-43",1885000,1602250,"Men Fashion"
"P805082","Turk & Fillmore_Super Natural I-brown-42",1885000,1508000,"Men Fashion"
"P463316","Turk & Fillmore_Super Natural I-brown-43",1885000,1376050,"Men Fashion"
"P950957","Turk & Fillmore_Super Natural II-46",1885000,1677650,"Men Fashion"
"P572361","Turk & Fillmore_Super Natural I-brown-46",1885000,1677650,"Men Fashion"
"P341447","Turk & Fillmore_Super Natural II-44",1885000,1621100,"Men Fashion"
"P786986","tcl_40 inch D2720 Full HD LED TV",1872820,1423320,"Entertainment"
"P475289","Samsung_A3-2017-Black",1870442,1589838,"Mobiles & Tablets"
"P885392","Samsung_A3-2017-Gold",1870442,1234472,"Mobiles & Tablets"
"P196273","Samsung_A3-2017-Blue",1870442,1533752,"Mobiles & Tablets"
"P883488","Surmawala_Orient-5554GD-Refrigerator-Red",1869630,1196540,"Appliances"
"P581716","Homeage_HGR-2.5KV",1867600,1494080,"Appliances"
"P942443","Logitech_Logitech 906 home theatre",1862090,1657234,"Entertainment"
"P230358","cc_samsung_a320-Gold",1861800,1414968,"Mobiles & Tablets"
"P511174","AmanJee_PB012",1856000,1614720,"Women Fashion"
"P654166","AmanJee_PB018",1856000,1336320,"Women Fashion"
"P601594","Fitbit_Blaze",1856000,1466240,"Mobiles & Tablets"
"P351740","UNEL_Orient 40 Inch L6982",1856000,1262080,"Entertainment"
"P577167","Huawei-Ascend-P10-Lite-Blue",1855942,1577542,"Mobiles & Tablets"
"P450465","Huawei-Ascend-P10-Lite-White",1855942,1447622,"Mobiles & Tablets"
"P492599","HP_Laser 402dn Black",1840108,1288064,"Computing"
"P433946","Dawlance_DWT-230Awhite",1829088,1262022,"Appliances"
"P912117","Meizu_mx6-grey",1827000,1132740,"Mobiles & Tablets"
"P157719","Lenovo A7020-Golden ",1827000,1370250,"Mobiles & Tablets"
"P683385","Samsung_32inchesK4000",1826942,1333652,"Entertainment"
"P124129","CL154_orient_OS-19 MF 08 G-R410a",1824390,1149328,"Mobiles & Tablets"
"P895843","AYS_SonyBravia-KLV-32R302C",1823520,1385852,"Entertainment"
"P628437","Enviro_EAC-12",1822766,1239460,"Appliances"
"P923522","cc_samsung_A320-Blue",1820736,1383706,"Mobiles & Tablets"
"P760662","Kenwood_1.5 Ton Air Conditioner - HSU-18LKE",1820330,1274202,"Appliances"
"P416637","CL74_dawlance_VF-1035WB",1809600,1158144,"Appliances"
"P359618","FHM_LUCID COMFORT",1809600,1574352,"Home & Living"
"P665664","HBW_1513090",1809542,1266662,"Men Fashion"
"P695315","HTC_DESIRE 830",1797942,1438342,"Mobiles & Tablets"
"P394584","Homage_HOMAGE HGR-2.8 KVA-D",1797420,1132334,"Appliances"
"P900244","Kenwood_KENWOOD E-SENSE 1 Ton",1797420,1150314,"Appliances"
"P811437","dawlance_MDS 9144",1792200,1236618,"Appliances"
"P273714","Huawei G8 Gold LW",1783442,1159188,"Mobiles & Tablets"
"P560006","Orient_40L6981",1778860,1423088,"Entertainment"
"P221698","plk_PD/ 989 301_66",1778280,1333710,"School & Education"
"P364347","orient_LE-40L6981",1775960,1509566,"Entertainment"
"P438730","Eco Star_40U561",1775380,1420304,"Entertainment"
"P518744","Sony_DZ 650",1775380,1420304,"Entertainment"
"P478268","Samsung-Galaxy-J5-Pro-J530-Gold",1767550,1396350,"Mobiles & Tablets"
"P464623","Samsung-Galaxy-J5-Pro-J530-Black",1767550,1290268,"Mobiles & Tablets"
"P771186","Surmawala_Orient-OR-5535-GD-Refrigerator-Red",1766042,1377500,"Appliances"
"P245015","Eco Star_40U557",1764186,1464268,"Entertainment"
"P406874","cc_Nova-Plus-Gold",1760358,1179430,"Mobiles & Tablets"
"P610209","HP_PRINTER-LJ-M402DW-PRO",1758560,1565072,"Computing"
"P761309","Haier_HDF-245SD",1756994,1194742,"Appliances"
"P702014","dawlance_Health Zone Plus 15 - 1 Ton Air Conditioner",1751890,1524124,"Appliances"
"P100314","Surmawala_PEL-PRAS-2500-Refrigerator-Grey",1747830,1223452,"Appliances"
"P944435","Orient_BF-OR 5535 GD Red",1745220,1081990,"Appliances"
"P473044","Samsung Galaxy A3 - A310 (2016)",1740000,1061400,"Mobiles & Tablets"
"P405456","interwood_HF-02WCR-GO-39741",1740000,1131000,"Home & Living"
"P583703","samsung_DA-E750",1737680,1129492,"Entertainment"
"P581052","CL103_Haier_HRF-380",1735244,1422856,"Appliances"
"P975292","LenovoK4Note-White",1734200,1161914,"Mobiles & Tablets"
"P874941","Haier_HDF-245",1733910,1092314,"Appliances"
"P161890","Samsung_32K4000",1733910,1543148,"Entertainment"
"P392225","AYS_Orient-40L6982",1733620,1300186,"Entertainment"
"P708157","Haier_HWM-85-7288",1731010,1228962,"Appliances"
"P362181","Huawei Honour 5X",1728400,1434572,"Mobiles & Tablets"
"P700103","samsung_GALAXY-J710F-2016-DS-LTE-Gold",1728400,1382720,"Mobiles & Tablets"
"P736825","Dawlance_9144-MDS",1721498,1205008,"Appliances"
"P876695","samsung_32J4100",1716220,1132682,"Entertainment"
"P770541","samsungGALAXY J510F-2016 DS LTE",1711000,1095040,"Entertainment"
"P855806","GMZV_Xbox One S 500GB-PAL (Without Kinect)",1709550,1282148,"Entertainment"
"P834461","Surmawala_Haier-HRF-276E-Refrigerator-Gold",1705200,1261848,"Appliances"
"P837041","Surmawala_Haier-HWM85-7288-Washing-Machine-White",1705142,1108322,"Appliances"
"P979271","Samsung_Samsung Galaxy Camera GC100",1701720,1327330,"Entertainment"
"P502751","SUPER ASIA_SA WCS 45-ELECTRIC WATER COOLER STEEL BODY",1701314,1309988,"Appliances"
"P517819","GMZV_500GB-PS4-Slim-New-Terra",1697370,1222060,"Entertainment"
"P986775","dawlance_9144-cs",1693600,1304072,"Appliances"
"P438073","CL60_dawlance_9188 Mono",1692150,1032168,"Appliances"
